"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 24 01:46:46 CST 2020","Fri Jul 24 01:47:06 CST 2020","20168","test_case","test_cases","TestCase","","","test_02_search_00001","test_02_search_00001"
